run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,1000,50000,1000,16,0,0,6734471,7.42449e+06,102,121,155,10010150000
2,delta-update,1000,50000,1000,16,0,0,6934234,7.2106e+06,101,177,179,10010150000
3,delta-update,1000,50000,1000,16,0,0,8226286,6.07808e+06,103,187,196,10010150000
4,delta-update,1000,50000,1000,16,0,0,9147287,5.4661e+06,100,181,187,10010150000
5,delta-update,1000,50000,1000,16,0,0,7960881,6.28071e+06,99,179,186,10010150000
6,delta-update,1000,50000,1000,16,0,0,8237251,6.06999e+06,100,181,186,10010150000
7,delta-update,1000,50000,1000,16,0,0,6501777,7.69021e+06,101,106,107,10010150000
