run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,257507619,7.76676e+06,128.754,1980000,488886,730883,1087120
2,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,295796105,6.76141e+06,147.898,1980000,544614,874135,1248241
3,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,286356037,6.98431e+06,143.178,1980000,575000,809267,1157356
4,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,289010016,6.92018e+06,144.505,1980000,578558,809950,1234582
5,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,293409392,6.81641e+06,146.705,1980000,579186,753938,1158634
6,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,280983079,7.11787e+06,140.492,1980000,550784,806715,1089138
7,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,285430950,7.00695e+06,142.715,1980000,518535,799785,1095703
