run,processed,seed,queue_capacity,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,420310907,4.75838e+06,210.155,1980000,793536,1351374,1967630
2,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,466091437,4.291e+06,233.046,1980000,879774,1453279,2374399
3,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,428575597,4.66662e+06,214.288,1980000,771801,1401495,2605123
4,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,445017946,4.4942e+06,222.509,1980000,819431,1452711,2302031
5,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,346025693,5.77992e+06,173.013,1980000,657365,948956,1600712
6,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,306034922,6.5352e+06,153.017,1980000,579066,880421,1443103
7,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,452113691,4.42367e+06,226.057,1980000,813082,1526781,2174565
