run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-mixed,5000,50000,1000,12,0,0,18054037,2.76946e+06,270,386,559,10010200000
2,delta-mixed,5000,50000,1000,12,0,0,18314354,2.7301e+06,279,390,494,10010200000
3,delta-mixed,5000,50000,1000,12,0,0,20801623,2.40366e+06,281,591,645,10010200000
4,delta-mixed,5000,50000,1000,12,0,0,19013943,2.62965e+06,270,557,615,10010200000
5,delta-mixed,5000,50000,1000,12,0,0,19648666,2.5447e+06,278,578,647,10010200000
6,delta-mixed,5000,50000,1000,12,0,0,14969611,3.3401e+06,252,353,418,10010200000
7,delta-mixed,5000,50000,1000,12,0,0,19655254,2.54385e+06,282,543,606,10010200000
