run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,100,1000,1000,200,0,0,6692587,149419,6553,6748,8744,200201000
2,snapshot,100,1000,1000,200,0,0,6974772,143374,6705,6857,8472,200201000
3,snapshot,100,1000,1000,200,0,0,10164223,98384.3,6733,14186,33374,200201000
4,snapshot,100,1000,1000,200,0,0,7463592,133984,6804,8322,15558,200201000
5,snapshot,100,1000,1000,200,0,0,11440551,87408.4,11484,13742,23284,200201000
6,snapshot,100,1000,1000,200,0,0,12675983,78889.3,11500,12592,28905,200201000
7,snapshot,100,1000,1000,200,0,0,7731399,129343,7165,7387,10670,200201000
