run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,10,1000,1000,20,0,0,463666,2.15672e+06,437,469,480,200201000
2,snapshot,10,1000,1000,20,0,0,470082,2.12729e+06,441,465,481,200201000
3,snapshot,10,1000,1000,20,0,0,525828,1.90176e+06,427,464,483,200201000
4,snapshot,10,1000,1000,20,0,0,1138458,878381,450,802,836,200201000
5,snapshot,10,1000,1000,20,0,0,470346,2.12609e+06,447,476,493,200201000
6,snapshot,10,1000,1000,20,0,0,467908,2.13717e+06,447,469,493,200201000
7,snapshot,10,1000,1000,20,0,0,459052,2.1784e+06,427,461,483,200201000
