run,processed,seed,queue_capacity,warmup_events,latency_mode,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,490081755,4.08095e+06,245.041,1980000,881820,1812244,2358248
2,2000000,42,4096,20000,pre-push,478719607,4.17781e+06,239.36,1980000,845442,1724987,2903237
3,2000000,42,4096,20000,pre-push,514093043,3.89035e+06,257.047,1980000,904669,1765168,2500304
4,2000000,42,4096,20000,pre-push,470202853,4.25348e+06,235.101,1980000,852479,1708240,2597956
5,2000000,42,4096,20000,pre-push,499172638,4.00663e+06,249.586,1980000,922895,1762824,2491094
6,2000000,42,4096,20000,pre-push,423878125,4.71834e+06,211.939,1980000,777285,1395507,2234865
7,2000000,42,4096,20000,pre-push,485667594,4.11804e+06,242.834,1980000,851476,1733634,2463955
