run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,flat,delta-mixed,5000,50000,1000,12,0,0,228976663,218363,4064,8915,10105,10010200000
2,flat,delta-mixed,5000,50000,1000,12,0,0,239631833,208653,3796,9239,11862,10010200000
3,flat,delta-mixed,5000,50000,1000,12,0,0,244556659,204452,4288,5100,10622,10010200000
4,flat,delta-mixed,5000,50000,1000,12,0,0,209155597,239056,3774,4683,5018,10010200000
5,flat,delta-mixed,5000,50000,1000,12,0,0,181491836,275494,3267,3502,5789,10010200000
6,flat,delta-mixed,5000,50000,1000,12,0,0,190576264,262362,3310,4648,9687,10010200000
7,flat,delta-mixed,5000,50000,1000,12,0,0,191724135,260791,3496,4014,7865,10010200000
