run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,539593483,3.70649e+06,269.797,1980000,1018482,1641835,2657702
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,515587540,3.87907e+06,257.794,1980000,930392,1636340,2785780
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,472956402,4.22872e+06,236.478,1980000,867357,1545778,2330388
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,464519183,4.30553e+06,232.26,1980000,862266,1412352,2183279
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,498067264,4.01552e+06,249.034,1980000,923520,1517777,2375578
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,339829860,5.8853e+06,169.915,1980000,638858,950036,1847861
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,370382120,5.39983e+06,185.191,1980000,677001,1129552,2441933
