run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,363109075,5.50799e+06,181.555,1980000,677686,1117672,1725432
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,375814167,5.32178e+06,187.907,1980000,693556,1152925,1887390
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,357272567,5.59797e+06,178.636,1980000,675479,1093978,1995136
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,434238182,4.60577e+06,217.119,1980000,801080,1354044,1926247
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,350800140,5.70125e+06,175.4,1980000,652508,1082470,1849853
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,456539297,4.38078e+06,228.27,1980000,860291,1370436,1863922
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,393065051,5.08822e+06,196.533,1980000,745285,1183854,1969475
