run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,1000,1000,1000,2000,0,0,76963590,12993.2,69471,91099,175083,200201000
2,snapshot,1000,1000,1000,2000,0,0,94814132,10547,85836,155940,237325,200201000
3,snapshot,1000,1000,1000,2000,0,0,113467471,8813.1,106302,146839,173531,200201000
4,snapshot,1000,1000,1000,2000,0,0,103813778,9632.63,97160,116266,182942,200201000
5,snapshot,1000,1000,1000,2000,0,0,127654907,7833.62,101965,190643,405658,200201000
6,snapshot,1000,1000,1000,2000,0,0,107617937,9292.13,102247,119126,192785,200201000
7,snapshot,1000,1000,1000,2000,0,0,99565784,10043.6,93634,112392,150869,200201000
