run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,519338408,3.85105e+06,259.669,1980000,942697,1650683,2873360
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,526046174,3.80195e+06,263.023,1980000,951262,1613120,2209907
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,457017740,4.3762e+06,228.509,1980000,828675,1435539,1975182
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,488213505,4.09657e+06,244.107,1980000,876131,1500390,2293872
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,405521863,4.93192e+06,202.761,1980000,754858,1206151,1932774
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,370631787,5.39619e+06,185.316,1980000,700595,1131768,1682568
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,354472850,5.64218e+06,177.236,1980000,648482,1103020,1858839
