run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,50,1000,1000,100,0,0,3141165,318353,3001,3151,4903,200201000
2,snapshot,50,1000,1000,100,0,0,3279267,304946,3028,3172,6705,200201000
3,snapshot,50,1000,1000,100,0,0,3103600,322206,3060,3125,3198,200201000
4,snapshot,50,1000,1000,100,0,0,3259772,306770,2992,3132,4301,200201000
5,snapshot,50,1000,1000,100,0,0,3346426,298826,3169,3264,3976,200201000
6,snapshot,50,1000,1000,100,0,0,3849852,259750,3111,3242,6052,200201000
7,snapshot,50,1000,1000,100,0,0,5228012,191277,4782,6546,8251,200201000
