run,processed,seed,queue_capacity,warmup_events,latency_mode,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,off,657481030,3.04191e+06,328.741,0,0,0,0
2,2000000,42,4096,20000,off,559077427,3.57732e+06,279.539,0,0,0,0
3,2000000,42,4096,20000,off,481518693,4.15353e+06,240.759,0,0,0,0
4,2000000,42,4096,20000,off,534474778,3.74199e+06,267.237,0,0,0,0
5,2000000,42,4096,20000,off,541370815,3.69433e+06,270.685,0,0,0,0
6,2000000,42,4096,20000,off,698603987,2.86285e+06,349.302,0,0,0,0
7,2000000,42,4096,20000,off,504185552,3.96679e+06,252.093,0,0,0,0
