run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,462696602,2161.24,421109,708985,1181581,200201000
2,snapshot,5000,1000,1000,10000,0,0,417647416,2394.36,405870,488951,993865,200201000
3,snapshot,5000,1000,1000,10000,0,0,414936954,2410,394726,498766,745641,200201000
4,snapshot,5000,1000,1000,10000,0,0,411964303,2427.39,387440,537788,837467,200201000
5,snapshot,5000,1000,1000,10000,0,0,394224763,2536.62,375989,450011,767696,200201000
6,snapshot,5000,1000,1000,10000,0,0,408333416,2448.98,380407,493539,852226,200201000
7,snapshot,5000,1000,1000,10000,0,0,422700032,2365.74,408254,501670,843104,200201000
