run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,569570390,1755.71,534838,750139,1410348,200201000
2,snapshot,5000,1000,1000,10000,0,0,471833676,2119.39,443294,537049,1309841,200201000
3,snapshot,5000,1000,1000,10000,0,0,491899192,2032.94,470712,585433,1024900,200201000
4,snapshot,5000,1000,1000,10000,0,0,456666309,2189.78,432720,555628,994638,200201000
5,snapshot,5000,1000,1000,10000,0,0,467688132,2138.18,446278,544104,1102249,200201000
6,snapshot,5000,1000,1000,10000,0,0,483396748,2068.69,462628,593872,1119222,200201000
7,snapshot,5000,1000,1000,10000,0,0,466055284,2145.67,446345,507607,982882,200201000
