run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,320028649,6.24944e+06,160.014,1980000,587184,1002095,2038334
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,331432407,6.03441e+06,165.716,1980000,613492,996167,1802403
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,321554844,6.21978e+06,160.777,1980000,621677,891859,1664318
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,343898265,5.81567e+06,171.949,1980000,637374,946928,2090600
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,327047846,6.11531e+06,163.524,1980000,605672,1001613,1515047
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,346756634,5.76773e+06,173.378,1980000,652569,1068626,1939217
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,310610631,6.43893e+06,155.305,1980000,583189,931689,1741622
