run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,10,1000,1000,20,0,0,442697,2.25888e+06,409,428,651,200201000
2,snapshot,10,1000,1000,20,0,0,418126,2.39162e+06,388,421,446,200201000
3,snapshot,10,1000,1000,20,0,0,432705,2.31104e+06,390,437,618,200201000
4,snapshot,10,1000,1000,20,0,0,414631,2.41178e+06,385,418,440,200201000
5,snapshot,10,1000,1000,20,0,0,433189,2.30846e+06,398,431,635,200201000
6,snapshot,10,1000,1000,20,0,0,443881,2.25286e+06,403,423,445,200201000
7,snapshot,10,1000,1000,20,0,0,446091,2.2417e+06,400,431,595,200201000
