run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-mixed,100,50000,1000,12,0,0,6593846,7.58283e+06,104,108,110,10010200000
2,delta-mixed,100,50000,1000,12,0,0,6313631,7.91937e+06,100,103,104,10010200000
3,delta-mixed,100,50000,1000,12,0,0,7154546,6.98856e+06,100,103,179,10010200000
4,delta-mixed,100,50000,1000,12,0,0,6247899,8.00269e+06,100,104,105,10010200000
5,delta-mixed,100,50000,1000,12,0,0,6960481,7.18341e+06,101,141,172,10010200000
6,delta-mixed,100,50000,1000,12,0,0,6284906,7.95557e+06,100,103,105,10010200000
7,delta-mixed,100,50000,1000,12,0,0,6293121,7.94518e+06,101,103,105,10010200000
