run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,map,snapshot,5000,1000,1000,10000,0,0,52531666,19036.1,47868,69264,104823,200201000
2,map,snapshot,5000,1000,1000,10000,0,0,44869041,22287.1,43130,56970,83019,200201000
3,map,snapshot,5000,1000,1000,10000,0,0,58914995,16973.6,54387,62966,134903,200201000
4,map,snapshot,5000,1000,1000,10000,0,0,52436505,19070.7,46722,82722,123927,200201000
5,map,snapshot,5000,1000,1000,10000,0,0,61140845,16355.7,58000,71719,96677,200201000
6,map,snapshot,5000,1000,1000,10000,0,0,78656151,12713.6,68031,122279,155887,200201000
7,map,snapshot,5000,1000,1000,10000,0,0,80798077,12376.5,73329,97260,131033,200201000
