run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,423360603,2362.05,406678,508745,1001444,200201000
2,snapshot,5000,1000,1000,10000,0,0,599566449,1667.87,552634,925921,1667385,200201000
3,snapshot,5000,1000,1000,10000,0,0,529006760,1890.34,499987,639380,1345327,200201000
4,snapshot,5000,1000,1000,10000,0,0,635408067,1573.79,583379,927286,1508839,200201000
5,snapshot,5000,1000,1000,10000,0,0,505444926,1978.45,466083,595846,1264744,200201000
6,snapshot,5000,1000,1000,10000,0,0,591926587,1689.4,553214,876083,1428945,200201000
7,snapshot,5000,1000,1000,10000,0,0,497026878,2011.96,473412,554827,986109,200201000
