run,processed,seed,queue_capacity,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,355727632,5.62228e+06,177.864,1980000,657082,1207829,1584128
2,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,292576565,6.83582e+06,146.288,1980000,535301,881108,1328674
3,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,292313098,6.84198e+06,146.157,1980000,551829,813678,1407363
4,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,283466902,7.0555e+06,141.733,1980000,529270,928582,1418533
5,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,323951991,6.17375e+06,161.976,1980000,596436,913284,1397802
6,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,281198227,7.11242e+06,140.599,1980000,541357,743750,1506440
7,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,273391965,7.3155e+06,136.696,1980000,535543,742858,1356791
