run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-mixed,10,50000,1000,12,0,0,5853088,8.5425e+06,85,115,129,10010200000
2,delta-mixed,10,50000,1000,12,0,0,5907292,8.46412e+06,87,92,94,10010200000
3,delta-mixed,10,50000,1000,12,0,0,5496800,9.0962e+06,83,86,88,10010200000
4,delta-mixed,10,50000,1000,12,0,0,5863361,8.52753e+06,82,87,108,10010200000
5,delta-mixed,10,50000,1000,12,0,0,5401642,9.25644e+06,82,85,86,10010200000
6,delta-mixed,10,50000,1000,12,0,0,5659514,8.83468e+06,80,85,94,10010200000
7,delta-mixed,10,50000,1000,12,0,0,5383162,9.28822e+06,80,84,85,10010200000
