run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,505135672,1979.67,415564,813301,1253614,200201000
2,snapshot,5000,1000,1000,10000,0,0,539525789,1853.48,522066,720800,1351602,200201000
3,snapshot,5000,1000,1000,10000,0,0,566441919,1765.41,523923,789929,1257552,200201000
4,snapshot,5000,1000,1000,10000,0,0,569041312,1757.34,528836,881232,1374966,200201000
5,snapshot,5000,1000,1000,10000,0,0,543906312,1838.55,509342,648775,1369637,200201000
6,snapshot,5000,1000,1000,10000,0,0,544345273,1837.07,507869,832114,1539318,200201000
7,snapshot,5000,1000,1000,10000,0,0,494639401,2021.67,457495,594388,1158488,200201000
