run,processed,seed,queue_capacity,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,375763448,5.3225e+06,187.882,1980000,710954,1030877,1721390
2,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,413200920,4.84026e+06,206.6,1980000,780543,1301673,2048237
3,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,482063284,4.14883e+06,241.032,1980000,917788,1423802,2039490
4,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,465828149,4.29343e+06,232.914,1980000,846766,1461600,1973515
5,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,390779497,5.11798e+06,195.39,1980000,742325,1150486,1731239
6,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,445344796,4.4909e+06,222.672,1980000,801433,1448686,2310178
7,2000000,42,4096,20000,pre-push,yield,0,1,0,0,1,1,468507578,4.26887e+06,234.254,1980000,843107,1448332,2297936
