run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,500,50000,1000,16,0,0,5564755,8.98512e+06,84,86,88,10010150000
2,delta-update,500,50000,1000,16,0,0,5774992,8.65802e+06,87,89,117,10010150000
3,delta-update,500,50000,1000,16,0,0,7438186,6.72207e+06,92,171,179,10010150000
4,delta-update,500,50000,1000,16,0,0,6098043,8.19935e+06,90,94,109,10010150000
5,delta-update,500,50000,1000,16,0,0,7328636,6.82255e+06,92,171,172,10010150000
6,delta-update,500,50000,1000,16,0,0,6985839,7.15734e+06,90,171,173,10010150000
7,delta-update,500,50000,1000,16,0,0,8111713,6.16393e+06,119,143,171,10010150000
