run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,486291988,4.11276e+06,243.146,1980000,902885,1520855,2258636
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,456236641,4.38369e+06,228.118,1980000,856158,1384590,2076120
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,428056104,4.67228e+06,214.028,1980000,800458,1289267,1967137
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,469956808,4.25571e+06,234.978,1980000,895433,1365558,1978698
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,463239022,4.31743e+06,231.62,1980000,901712,1336256,2223290
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,368672462,5.42487e+06,184.336,1980000,697167,1110634,1798980
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,355867842,5.62006e+06,177.934,1980000,659550,1079999,1844378
