run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,flat,delta-update,5000,50000,1000,16,0,0,12346218,4.04982e+06,179,287,316,10010150000
2,flat,delta-update,5000,50000,1000,16,0,0,13116354,3.81203e+06,185,307,317,10010150000
3,flat,delta-update,5000,50000,1000,16,0,0,13963926,3.58065e+06,186,309,328,10010150000
4,flat,delta-update,5000,50000,1000,16,0,0,11059478,4.52101e+06,178,183,228,10010150000
5,flat,delta-update,5000,50000,1000,16,0,0,11465057,4.36108e+06,179,182,185,10010150000
6,flat,delta-update,5000,50000,1000,16,0,0,11418715,4.37878e+06,184,188,191,10010150000
7,flat,delta-update,5000,50000,1000,16,0,0,11338200,4.40987e+06,184,189,216,10010150000
