run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,478646124,4.17845e+06,239.323,1980000,875701,1428923,2370646
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,458376162,4.36323e+06,229.188,1980000,824401,1498698,2559792
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,423743315,4.71984e+06,211.872,1980000,758056,1360496,2218134
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,474686902,4.2133e+06,237.343,1980000,892134,1424398,2169601
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,360821835,5.5429e+06,180.411,1980000,670933,1073379,1985437
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,388321960,5.15037e+06,194.161,1980000,734283,1108482,1906527
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,388494096,5.14808e+06,194.247,1980000,677895,1276443,2148700
