run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,602492532,3.31954e+06,301.246,1980000,1122907,1692587,2258624
2,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,586142609,3.41214e+06,293.071,1980000,1067845,1614259,2258485
3,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,513884675,3.89192e+06,256.942,1980000,959742,1394238,1835613
4,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,457613847,4.3705e+06,228.807,1980000,819304,1320011,1867706
5,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,640739476,3.12139e+06,320.37,1980000,1200515,1760895,2191097
6,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,474845680,4.21189e+06,237.423,1980000,873914,1266116,1990155
7,2000000,42,4096,1300000,20000,pre-push,yield,0,2,0,0,2,2,483698595,4.13481e+06,241.849,1980000,851111,1457322,2135037
