run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,flat,snapshot,5000,1000,1000,10000,0,0,17958940,55682.6,17252,17753,31429,200201000
2,flat,snapshot,5000,1000,1000,10000,0,0,17639653,56690.5,17257,17401,28410,200201000
3,flat,snapshot,5000,1000,1000,10000,0,0,18388296,54382.4,16579,16882,30835,200201000
4,flat,snapshot,5000,1000,1000,10000,0,0,16341506,61193.9,15988,16223,26408,200201000
5,flat,snapshot,5000,1000,1000,10000,0,0,19248725,51951.5,15997,24210,38058,200201000
6,flat,snapshot,5000,1000,1000,10000,0,0,17915548,55817.4,16020,24180,37051,200201000
7,flat,snapshot,5000,1000,1000,10000,0,0,17803819,56167.7,16106,19707,44331,200201000
