run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,500,50000,1000,16,0,0,6023124,8.30134e+06,93,95,96,10010150000
2,delta-update,500,50000,1000,16,0,0,5928764,8.43346e+06,88,95,126,10010150000
3,delta-update,500,50000,1000,16,0,0,7560908,6.61296e+06,92,174,181,10010150000
4,delta-update,500,50000,1000,16,0,0,8268202,6.04726e+06,89,173,178,10010150000
5,delta-update,500,50000,1000,16,0,0,5853417,8.54202e+06,90,93,94,10010150000
6,delta-update,500,50000,1000,16,0,0,10522062,4.75192e+06,170,176,183,10010150000
7,delta-update,500,50000,1000,16,0,0,8246859,6.06291e+06,92,176,180,10010150000
