run,processed,seed,queue_capacity,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,330309703,6.05492e+06,165.155,1980000,625856,921900,1658968
2,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,363119756,5.50782e+06,181.56,1980000,673267,1233475,1792060
3,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,575844042,3.47316e+06,287.922,1980000,928598,2021665,3528227
4,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,358822432,5.57379e+06,179.411,1980000,654540,1180363,1943111
5,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,368045591,5.43411e+06,184.023,1980000,668833,1073214,1707174
6,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,330637078,6.04893e+06,165.319,1980000,609154,969288,1718310
7,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,369288133,5.41583e+06,184.644,1980000,675575,1297793,1984222
