run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,map,delta-mixed,5000,50000,1000,12,0,0,25963505,1.92578e+06,389,772,823,10010200000
2,map,delta-mixed,5000,50000,1000,12,0,0,23669470,2.11243e+06,370,724,769,10010200000
3,map,delta-mixed,5000,50000,1000,12,0,0,23801441,2.10071e+06,382,534,751,10010200000
4,map,delta-mixed,5000,50000,1000,12,0,0,23439041,2.13319e+06,391,523,611,10010200000
5,map,delta-mixed,5000,50000,1000,12,0,0,23403026,2.13648e+06,385,526,562,10010200000
6,map,delta-mixed,5000,50000,1000,12,0,0,21911015,2.28196e+06,383,518,583,10010200000
7,map,delta-mixed,5000,50000,1000,12,0,0,23014502,2.17254e+06,377,504,557,10010200000
