run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,415427551,2407.16,403858,510786,955371,200201000
2,snapshot,5000,1000,1000,10000,0,0,469120731,2131.65,417401,741075,1163212,200201000
3,snapshot,5000,1000,1000,10000,0,0,403429501,2478.75,384909,517153,669389,200201000
4,snapshot,5000,1000,1000,10000,0,0,394469624,2535.05,366896,482468,875442,200201000
5,snapshot,5000,1000,1000,10000,0,0,431932716,2315.18,411533,586574,1055836,200201000
6,snapshot,5000,1000,1000,10000,0,0,441056187,2267.28,410449,716333,1082868,200201000
7,snapshot,5000,1000,1000,10000,0,0,432739565,2310.86,409998,549923,962800,200201000
