run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,439168215,2277.03,404756,674726,826546,200201000
2,snapshot,5000,1000,1000,10000,0,0,398274346,2510.83,378110,485152,945888,200201000
3,snapshot,5000,1000,1000,10000,0,0,381880155,2618.62,360611,446772,824648,200201000
4,snapshot,5000,1000,1000,10000,0,0,375193733,2665.29,349557,419195,899765,200201000
5,snapshot,5000,1000,1000,10000,0,0,358399304,2790.18,338144,415750,908919,200201000
6,snapshot,5000,1000,1000,10000,0,0,340507955,2936.79,322726,387420,841661,200201000
7,snapshot,5000,1000,1000,10000,0,0,357329962,2798.53,333920,390083,869220,200201000
