run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,flat,delta-mixed,5000,50000,1000,12,0,0,189517240,263828,3499,3793,4272,10010200000
2,flat,delta-mixed,5000,50000,1000,12,0,0,207731609,240695,3474,7792,9320,10010200000
3,flat,delta-mixed,5000,50000,1000,12,0,0,195923872,255201,3622,4013,8279,10010200000
4,flat,delta-mixed,5000,50000,1000,12,0,0,184977387,270303,3399,3767,4205,10010200000
5,flat,delta-mixed,5000,50000,1000,12,0,0,187617643,266499,3488,3648,4181,10010200000
6,flat,delta-mixed,5000,50000,1000,12,0,0,167874109,297842,3245,3288,3763,10010200000
7,flat,delta-mixed,5000,50000,1000,12,0,0,163490067,305829,3051,3314,3816,10010200000
