run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,60673279,16481.7,50791,89062,149066,200201000
2,snapshot,5000,1000,1000,10000,0,0,59528558,16798.7,52866,78442,151163,200201000
3,snapshot,5000,1000,1000,10000,0,0,70190288,14247,58860,113744,198181,200201000
4,snapshot,5000,1000,1000,10000,0,0,90088189,11100.2,69369,118597,283606,200201000
5,snapshot,5000,1000,1000,10000,0,0,81354564,12291.9,72437,108306,209677,200201000
6,snapshot,5000,1000,1000,10000,0,0,73626259,13582.1,67687,87812,172986,200201000
7,snapshot,5000,1000,1000,10000,0,0,80263486,12459,68372,124403,288177,200201000
