run,processed,seed,queue_capacity,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,300443146,6.65683e+06,150.222,1980000,579818,777299,1358982
2,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,365168354,5.47693e+06,182.584,1980000,675621,999535,1644584
3,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,278790105,7.17386e+06,139.395,1980000,531099,686033,1437564
4,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,329313475,6.07324e+06,164.657,1980000,633744,910812,1467163
5,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,302008573,6.62233e+06,151.004,1980000,564162,799378,1236927
6,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,275785595,7.25201e+06,137.893,1980000,528676,659038,1308971
7,2000000,42,4096,20000,pre-push,yield,0,2,0,0,2,2,326849359,6.11903e+06,163.425,1980000,603127,884563,1384285
