run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,50,50000,1000,16,0,0,4779889,1.04605e+07,70,72,72,10010150000
2,delta-update,50,50000,1000,16,0,0,4763249,1.0497e+07,69,71,72,10010150000
3,delta-update,50,50000,1000,16,0,0,5719703,8.74171e+06,70,108,114,10010150000
4,delta-update,50,50000,1000,16,0,0,4818344,1.0377e+07,70,72,83,10010150000
5,delta-update,50,50000,1000,16,0,0,5470429,9.14005e+06,70,72,73,10010150000
6,delta-update,50,50000,1000,16,0,0,4836130,1.03388e+07,70,71,72,10010150000
7,delta-update,50,50000,1000,16,0,0,5489033,9.10907e+06,70,73,84,10010150000
