run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,snapshot,5000,1000,1000,10000,0,0,442208173,2261.38,412094,653584,1002685,200201000
2,snapshot,5000,1000,1000,10000,0,0,518908000,1927.12,448122,804924,1218731,200201000
3,snapshot,5000,1000,1000,10000,0,0,395055812,2531.29,370244,456205,899717,200201000
4,snapshot,5000,1000,1000,10000,0,0,527111481,1897.13,463954,823008,1289398,200201000
5,snapshot,5000,1000,1000,10000,0,0,389667012,2566.29,370910,437280,932453,200201000
6,snapshot,5000,1000,1000,10000,0,0,357785953,2794.97,333915,398197,744417,200201000
7,snapshot,5000,1000,1000,10000,0,0,364563020,2743.01,348739,435371,625032,200201000
