run,implementation,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,map,delta-mixed,5000,50000,1000,12,0,0,14495883,3.44926e+06,251,317,357,10010200000
2,map,delta-mixed,5000,50000,1000,12,0,0,14700283,3.4013e+06,258,347,385,10010200000
3,map,delta-mixed,5000,50000,1000,12,0,0,14535320,3.4399e+06,259,334,365,10010200000
4,map,delta-mixed,5000,50000,1000,12,0,0,15457889,3.23459e+06,263,348,367,10010200000
5,map,delta-mixed,5000,50000,1000,12,0,0,14873841,3.36161e+06,248,332,380,10010200000
6,map,delta-mixed,5000,50000,1000,12,0,0,17357177,2.88065e+06,252,529,540,10010200000
7,map,delta-mixed,5000,50000,1000,12,0,0,18533693,2.69779e+06,318,417,501,10010200000
