run,processed,seed,queue_capacity,book_reserve,warmup_events,latency_mode,backoff_mode,producer_cpu_requested,consumer_cpu_requested,producer_cpu_start,producer_cpu_end,consumer_cpu_start,consumer_cpu_end,elapsed_ns,throughput_events_per_s,mean_ns_per_event,latency_samples,p50_ns,p95_ns,p99_ns
1,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,657648244,3.04114e+06,328.824,1980000,1248530,1877774,2895422
2,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,484196923,4.13055e+06,242.098,1980000,880030,1398685,2317753
3,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,466467414,4.28754e+06,233.234,1980000,830236,1443779,2065159
4,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,589699380,3.39156e+06,294.85,1980000,1128078,1701372,2578421
5,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,605804206,3.3014e+06,302.902,1980000,1179537,1613897,2623345
6,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,439910154,4.54638e+06,219.955,1980000,820034,1209490,2110656
7,2000000,42,4096,0,20000,pre-push,yield,0,2,0,0,2,2,456889899,4.37742e+06,228.445,1980000,846491,1216885,2085943
