run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,100,50000,1000,16,0,0,6953044,7.1911e+06,83,140,149,10010150000
2,delta-update,100,50000,1000,16,0,0,7172137,6.97142e+06,81,144,151,10010150000
3,delta-update,100,50000,1000,16,0,0,9883318,5.05903e+06,139,144,175,10010150000
4,delta-update,100,50000,1000,16,0,0,5252855,9.51863e+06,79,81,82,10010150000
5,delta-update,100,50000,1000,16,0,0,5241943,9.53845e+06,79,81,82,10010150000
6,delta-update,100,50000,1000,16,0,0,5400569,9.25828e+06,79,81,144,10010150000
7,delta-update,100,50000,1000,16,0,0,5419004,9.22679e+06,78,81,144,10010150000
