run,mode,levels_per_side,iterations,warmup,updates_per_batch,cpu_start,cpu_end,elapsed_ns,batches_per_second,p50_ns,p95_ns,p99_ns,checksum
1,delta-update,10,50000,1000,16,0,0,4053008,1.23365e+07,56,58,59,10010150000
2,delta-update,10,50000,1000,16,0,0,4253395,1.17553e+07,55,58,59,10010150000
3,delta-update,10,50000,1000,16,0,0,5166585,9.67757e+06,78,101,120,10010150000
4,delta-update,10,50000,1000,16,0,0,5515195,9.06586e+06,78,100,111,10010150000
5,delta-update,10,50000,1000,16,0,0,4030205,1.24063e+07,56,58,59,10010150000
6,delta-update,10,50000,1000,16,0,0,4136545,1.20874e+07,57,58,59,10010150000
7,delta-update,10,50000,1000,16,0,0,4040446,1.23749e+07,56,57,58,10010150000
